m_iHMissionType,m_iHMissionID,m_iHMissionName,m_iHTaskType,m_iHTaskID,m_iHNPCID,m_iHJournalNPCID,m_iHTerminatorNPCID,m_iHDifficultyType,m_iHBarkerTextID,m_iHCurrentObjective,m_iRequireInstanceID,m_iRepeatflag,m_iKorStReqLvlMin,m_iCTRReqLvMin,m_iCTRReqLvMax,m_iCSTRReqNano,m_iCSTReqGuide,m_iCSTReqMission,m_iCSTEntranceGroupMin,m_iCSTEntranceGroupMax,m_iCSTItemID,m_iCSTItemNumNeeded,m_iCSTTrigger,m_iCSUCheckTimer,m_iCSUEnemyID,m_iCSUNumToKill,m_iCSUItemID,m_iCSUItemNumNeeded,m_iCSUDEFNPCID,m_iCSUDEFNPCAI,m_iCSUDEPNPCFollow,m_iSTGrantTimer,m_iSTItemID,m_iSTItemNumNeeded,m_iSTItemDropRate,m_iSTGrantWayPoint,m_iSTSpawnMonsterID,m_iSTSpwanLocation,m_iSTMessageType,m_iSTMessageTextID,m_iSTMessageSendNPC,m_iSTDialogBubble,m_iSTDialogBubbleNPCID,m_iSTJournalIDAdd,m_pstrSTScript,m_iSTNanoID,m_iKorSuccRewardID,m_iSUReward,m_iSUOutgoingMission,m_iSUOutgoingTask,m_iSUItem,m_iSUInstancename,m_iSUMessageType,m_iSUMessagetextID,m_iSUMessageSendNPC,m_iSUDialogBubble,m_iSUDialogBubbleNPCID,m_iSUJournaliDAdd,m_iFOutgoingMission,m_iFOutgoingTask,m_iFItemID,m_iFItemNumNeeded,m_iFMessageType,m_iFMessageTextID,m_iFMessageSendNPC,m_iFDialogBubble,m_iFDialogBubbleNPCID,m_iFJournalIDAdd,m_iDelItemID,m_iMentorEmailID
3,446,6905,2,1374,726,726,947,1,"[0, 0, 0, 0]",6911,0,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[445, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",947,0,0,0,0,0,0,0,1374,0,0,0,0,0,1375,"[0, 0, 0]","[0, 0, 0]",2,6912,726,0,0,1374,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,446,6905,3,1375,0,726,1700,1,"[0, 0, 0, 0]",6914,0,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[445, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1700,0,0,2,6915,726,0,0,1375,0,0,0,0,0,1376,"[349, 0, 0]","[1, 0, 0]",2,6916,726,0,0,1375,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,446,6905,3,1376,0,726,1807,1,"[0, 0, 0, 0]",6918,0,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[445, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1807,0,0,0,0,0,0,0,1376,0,0,0,0,0,1377,"[350, 0, 0]","[1, 0, 0]",2,6919,726,0,0,1376,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[349, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,446,6905,3,1377,0,726,1808,1,"[0, 0, 0, 0]",6921,0,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[445, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1808,0,0,0,0,0,0,0,1377,0,0,0,0,0,1378,"[351, 0, 0]","[1, 0, 0]",2,6922,726,0,0,1377,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[349, 350, 0, 0]","[0, 0, 0, 0, 0]"
3,446,6905,4,1378,0,726,726,1,"[0, 0, 0, 0]",6924,0,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[445, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[349, 350, 351]","[1, 1, 1]",0,0,0,0,"[349, 350, 351]","[0, 0, 0]","[0, 0, 0]",726,0,0,2,6925,726,0,0,1378,0,0,0,311,0,0,"[349, 350, 351]","[-1, -1, -1]",0,0,0,6926,726,1378,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[349, 350, 351, 0]","[0, 0, 0, 0, 0]"
3,447,6927,5,1379,726,726,0,2,"[0, 0, 0, 0]",6933,0,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[446, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[333, 0, 0]","[10, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1639,0,0,2,6934,726,0,0,1379,0,0,0,0,0,1380,"[0, 0, 0]","[0, 0, 0]",2,6935,726,0,0,1379,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,447,6927,2,1380,0,726,1791,2,"[0, 0, 0, 0]",6937,0,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[446, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1791,0,0,2,6938,726,0,0,1380,0,0,0,0,0,1381,"[0, 0, 0]","[0, 0, 0]",2,6939,726,0,0,1380,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,447,6927,2,1381,0,726,1792,2,"[0, 0, 0, 0]",6941,0,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[446, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1791,0,0,2,6942,726,0,0,1381,0,0,0,0,0,1382,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,1381,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,447,6927,5,1382,0,726,0,2,"[0, 0, 0, 0]",6944,67,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[446, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[1809, 0, 0]","[8, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,2,6945,726,0,0,1382,0,0,0,0,0,1383,"[0, 0, 0]","[0, 0, 0]",2,6946,726,0,0,1382,0,1380,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,447,6927,5,1383,0,726,0,2,"[0, 0, 0, 0]",6948,67,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[446, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[17, 0, 0]","[1, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,2,6949,726,0,0,1383,0,0,0,0,0,1384,"[0, 0, 0]","[0, 0, 0]",2,6950,726,0,0,1383,0,1380,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,447,6927,2,1384,0,726,1791,2,"[0, 0, 0, 0]",6952,67,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[446, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2757,0,0,2,6953,726,0,0,1384,0,0,0,0,0,1385,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,1384,0,1385,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,1384,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,447,6927,1,1385,0,726,726,2,"[6958, 6959, 6960, 6961]",6955,0,0,39,13,0,"[0, 0, 0, 0, 0]",0,"[446, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",726,0,0,2,6956,726,0,0,1385,0,0,0,312,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,6957,726,1385,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,448,6962,5,1386,727,727,0,1,"[0, 0, 0, 0]",6968,0,0,45,15,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[341, 0, 0]","[0, 0, 0]","[352, 0, 0]","[1, 0, 0]",0,0,0,0,"[352, 0, 0]","[0, 0, 0]","[28, 0, 0]",927,0,0,2,6969,727,0,0,1386,0,0,0,0,0,1387,"[0, 0, 0]","[0, 0, 0]",2,6970,727,0,0,1386,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,448,6962,5,1387,0,727,0,1,"[0, 0, 0, 0]",6972,0,0,45,15,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[342, 0, 0]","[0, 0, 0]","[352, 0, 0]","[2, 0, 0]",0,0,0,0,"[352, 0, 0]","[0, 0, 0]","[28, 0, 0]",1793,0,0,0,0,0,0,0,1387,0,0,0,0,0,1388,"[0, 0, 0]","[0, 0, 0]",2,6973,727,0,0,1387,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[352, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,448,6962,5,1388,0,727,0,1,"[0, 0, 0, 0]",6975,0,0,45,15,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[146, 0, 0]","[0, 0, 0]","[352, 0, 0]","[3, 0, 0]",0,0,0,0,"[352, 0, 0]","[0, 0, 0]","[28, 0, 0]",949,0,0,0,0,0,0,0,1388,0,0,0,0,0,1389,"[0, 0, 0]","[0, 0, 0]",2,6976,727,0,0,1388,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[352, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,448,6962,4,1389,0,727,727,1,"[0, 0, 0, 0]",6978,0,0,45,15,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[352, 0, 0]","[3, 0, 0]",0,0,0,0,"[352, 0, 0]","[0, 0, 0]","[0, 0, 0]",727,0,0,2,6979,727,0,0,1389,0,0,0,313,0,0,"[352, 0, 0]","[-3, 0, 0]",0,0,0,6980,727,1389,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[352, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,449,6981,2,1390,727,727,1110,1,"[0, 0, 0, 0]",6987,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[448, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[353, 0, 0]","[3, 0, 0]","[0, 0, 0]",1110,0,0,0,0,0,0,0,1390,0,0,0,0,0,1391,"[0, 0, 0]","[0, 0, 0]",2,6988,727,0,0,1390,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[353, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,449,6981,5,1391,0,727,0,1,"[0, 0, 0, 0]",6990,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[448, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[156, 0, 0]","[4, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1663,0,0,2,6991,727,0,0,1391,0,0,0,0,0,1392,"[0, 0, 0]","[0, 0, 0]",2,6992,727,0,0,1391,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[353, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,449,6981,3,1392,0,727,1810,1,"[0, 0, 0, 0]",6994,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[448, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1810,0,0,2,6995,727,0,0,1392,0,0,0,0,0,1393,"[353, 0, 0]","[-1, 0, 0]",2,6996,727,0,0,1392,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[353, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,449,6981,5,1393,0,727,0,1,"[0, 0, 0, 0]",6998,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[448, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[348, 0, 0]","[5, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1664,0,0,2,6999,727,0,0,1393,0,0,0,0,0,1394,"[0, 0, 0]","[0, 0, 0]",2,7000,727,0,0,1393,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[353, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,449,6981,3,1394,0,727,1811,1,"[0, 0, 0, 0]",7002,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[448, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1811,0,0,2,7003,727,0,0,1394,0,0,0,0,0,1395,"[353, 0, 0]","[-1, 0, 0]",2,7004,727,0,0,1394,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[353, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,449,6981,5,1395,0,727,0,1,"[0, 0, 0, 0]",7006,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[448, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[349, 0, 0]","[6, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1668,0,0,2,7007,727,0,0,1395,0,0,0,0,0,1396,"[0, 0, 0]","[0, 0, 0]",2,7008,727,0,0,1395,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[353, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,449,6981,3,1396,0,727,1812,1,"[0, 0, 0, 0]",7010,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[448, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1812,0,0,2,7011,727,0,0,1396,0,0,0,314,0,0,"[353, 0, 0]","[-1, 0, 0]",2,7012,727,0,0,1396,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[353, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,450,7013,3,1397,725,725,1813,1,"[0, 0, 0, 0]",7019,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[354, 0, 0]","[1, 0, 0]",0,0,0,0,"[354, 0, 0]","[1, 0, 0]","[0, 0, 0]",1813,0,0,2,7020,725,0,0,1397,0,0,0,0,0,1398,"[354, 0, 0]","[-1, 0, 0]",2,7021,725,0,0,1397,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[354, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,450,7013,1,1398,0,725,725,1,"[0, 0, 0, 0]",7023,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",725,0,0,0,0,0,0,0,1398,0,0,0,315,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,7024,725,1398,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,451,7025,5,1399,724,724,0,1,"[0, 0, 0, 0]",7031,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[349, 0, 0]","[10, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1668,0,0,2,7032,724,0,0,1399,0,0,0,0,0,1400,"[355, 0, 0]","[1, 0, 0]",2,7033,724,0,0,1399,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,451,7025,4,1400,0,724,724,1,"[0, 0, 0, 0]",7035,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[355, 0, 0]","[1, 0, 0]",0,0,0,0,"[355, 0, 0]","[0, 0, 0]","[0, 0, 0]",724,0,0,2,7036,724,0,0,1400,0,0,0,316,0,0,"[355, 0, 0]","[-1, 0, 0]",0,0,0,7037,724,1400,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[355, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,452,10621,1,2068,724,724,725,1,"[0, 0, 0, 0]",10627,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[451, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[523, 0, 0]","[1, 0, 0]","[0, 0, 0]",725,0,0,0,0,0,0,0,2068,0,0,0,0,0,2069,"[0, 0, 0]","[0, 0, 0]",0,0,0,10628,725,2068,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[523, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,452,10621,1,2069,0,724,738,1,"[0, 0, 0, 0]",10630,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[451, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",738,0,0,0,0,0,10631,725,2069,0,0,0,0,0,2070,"[0, 0, 0]","[0, 0, 0]",0,0,0,10632,738,2069,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[523, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,452,10621,2,2070,0,724,1602,1,"[0, 0, 0, 0]",10634,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[451, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1602,0,0,0,0,0,10635,738,2070,0,0,0,0,0,2071,"[0, 0, 0]","[0, 0, 0]",2,10636,738,0,0,2070,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[523, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,452,10621,2,2071,0,724,2277,1,"[0, 0, 0, 0]",10638,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[451, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[523, 0, 0]","[1, 0, 0]",0,0,0,0,"[523, 0, 0]","[0, 0, 0]","[0, 0, 0]",2277,0,0,0,0,0,0,0,2071,0,0,0,475,0,0,"[523, 0, 0]","[-1, 0, 0]",2,10639,738,0,0,2071,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[523, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,453,9678,2,1877,724,724,2244,2,"[0, 0, 0, 0]",9684,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[452, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2244,0,0,2,9685,724,0,0,1877,0,0,0,0,0,1878,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,1877,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,453,9678,2,1878,0,724,2245,2,"[0, 0, 0, 0]",9687,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[452, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2244,0,0,2,9688,724,0,0,1878,0,0,0,0,0,1879,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,1878,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,453,9678,5,1879,0,724,0,2,"[0, 0, 0, 0]",9690,114,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[452, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[1916, 0, 0]","[1, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,2,9691,724,0,0,1879,0,0,0,0,0,1880,"[477, 0, 0]","[1, 0, 0]",2,9692,724,0,0,1879,0,1877,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,453,9678,2,1880,0,724,2244,2,"[0, 0, 0, 0]",9694,114,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[452, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2756,0,0,2,9695,724,0,0,1880,0,0,0,0,0,1881,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,1880,0,1881,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,1880,"[477, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,453,9678,4,1881,0,724,724,2,"[9700, 9701, 9702, 9703]",9697,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[452, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[477, 0, 0]","[1, 0, 0]",0,0,0,0,"[477, 0, 0]","[0, 0, 0]","[0, 0, 0]",724,0,0,2,9698,724,0,0,1881,0,0,0,426,0,0,"[477, 0, 0]","[-1, 0, 0]",0,0,0,9699,724,1881,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[477, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,454,7038,5,1401,725,725,0,1,"[0, 0, 0, 0]",7047,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[450, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,360,"[349, 0, 0]","[10, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,360,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",939,0,0,2,7048,725,0,0,1402,0,0,0,0,0,1404,"[0, 0, 0]","[0, 0, 0]",2,7049,725,0,0,1402,0,1403,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,454,7038,2,1402,0,725,1795,1,"[0, 0, 0, 0]",7044,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[450, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1795,0,0,0,0,0,0,0,1401,0,0,0,0,0,1401,"[0, 0, 0]","[0, 0, 0]",2,7045,725,0,0,1401,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,454,7038,2,1403,0,725,725,1,"[0, 0, 0, 0]",7051,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[450, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",725,0,0,2,7052,725,0,0,1403,0,0,0,0,0,1401,"[0, 0, 0]","[0, 0, 0]",2,7053,725,0,0,1403,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,454,7038,1,1404,0,725,725,1,"[0, 0, 0, 0]",7055,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[450, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",725,0,0,2,7056,725,0,0,1404,0,0,0,317,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,7057,725,1404,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,455,7058,3,1405,725,725,1814,1,"[0, 0, 0, 0]",7064,0,0,48,16,0,"[0, 0, 0, 0, 0]",0,"[454, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[356, 0, 0]","[3, 0, 0]","[0, 0, 0]",1814,0,0,2,7065,725,0,0,1405,0,0,0,0,0,1406,"[356, 0, 0]","[-1, 0, 0]",2,7066,725,0,0,1405,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[356, 0, 0, 0]","[0, 0, 0, 0, 0]"
